accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,stat_c,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ294039,B.1.617.2,33.0,,14.848837209302332,,2.995087816962899,8613.0,0.0,4.0,0.0,1.0,5294.0,2.0,14.0,2.0,0.0,5662.0,7.0,0.0,2.0,1.0,9192.0
OZ294040,B.1.1.7,23.0,12.23076923076923,6.50113378684807,-0.70547309122673,2.9953844110620373,6254.0,0.0,1.0,1.0,3.0,3915.0,0.0,11.0,0.0,2.0,4237.0,1.0,1.0,2.0,1.0,6776.0
OZ294041,AY.46,36.0,,12.246659815005138,,2.9947232779834527,8734.0,0.0,5.0,0.0,1.0,5359.0,2.0,13.0,3.0,0.0,5726.0,8.0,0.0,3.0,1.0,9345.0
OZ294042,C.36.3,37.0,20.061403508771928,15.272727272727273,,2.994649880061945,8823.0,1.0,1.0,0.0,0.0,5409.0,0.0,16.0,7.0,2.0,5786.0,5.0,1.0,3.0,1.0,9452.0
OZ294043,B.1.1.7,36.0,13.88888888888889,8.832298136645964,-0.9999569829855152,2.9948459762939095,8886.0,0.0,2.0,2.0,4.0,5453.0,0.0,14.0,2.0,3.0,5839.0,3.0,1.0,4.0,1.0,9549.0
OZ294044,B.1.617.2,28.0,,12.935361216730037,,2.995222941288827,7456.0,1.0,4.0,0.0,1.0,4584.0,1.0,11.0,2.0,0.0,4945.0,6.0,0.0,1.0,1.0,7948.0
OZ294046,B.1.617.2,35.0,,15.40421052631579,,2.9946864669397675,8438.0,1.0,4.0,0.0,1.0,5192.0,2.0,13.0,2.0,0.0,5528.0,9.0,0.0,2.0,1.0,8994.0
OZ294047,AY.46,37.0,,13.19775937652216,,2.994469936267649,8545.0,0.0,5.0,0.0,1.0,5259.0,2.0,14.0,3.0,0.0,5620.0,8.0,0.0,3.0,1.0,9153.0
OZ294049,AY.125,38.0,,17.533333333333328,,2.9942492499724995,8449.0,0.0,5.0,0.0,1.0,5189.0,2.0,16.0,3.0,0.0,5553.0,8.0,0.0,2.0,1.0,9040.0
OZ294050,B.1.1.7,35.0,13.222222222222223,7.9593984962406,-1.0461399976548564,2.9949836810336246,8886.0,0.0,2.0,2.0,4.0,5453.0,0.0,14.0,2.0,3.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OZ294051,B.1.1.7,39.0,18.228070175438596,9.624874287629904,-1.0362240749618106,2.9943316069473576,8819.0,0.0,4.0,2.0,4.0,5412.0,0.0,16.0,2.0,4.0,5782.0,2.0,1.0,3.0,1.0,9452.0
OZ294052,AY.126,38.0,,15.632653061224492,,2.994416627205423,8732.0,2.0,5.0,0.0,1.0,5357.0,2.0,15.0,3.0,0.0,5727.0,7.0,0.0,2.0,1.0,9346.0
OZ294053,AY.41,43.0,,16.480979062223525,,2.9937249768709435,8733.0,0.0,6.0,0.0,1.0,5358.0,2.0,14.0,4.0,0.0,5721.0,12.0,0.0,3.0,1.0,9345.0
OZ294055,AY.46,34.0,,15.834710743801654,,2.9949216627780038,8587.0,0.0,4.0,0.0,1.0,5279.0,2.0,15.0,2.0,0.0,5639.0,7.0,0.0,2.0,1.0,9155.0
OZ294057,AY.120.2.1,39.0,19.685714285714287,13.582492940701897,,2.994176242343217,8513.0,0.0,5.0,0.0,1.0,5235.0,2.0,15.0,2.0,0.0,5578.0,9.0,1.0,3.0,1.0,9085.0
OZ294058,AY.122,36.0,,16.04171011470282,,2.9946330352742443,8547.0,0.0,4.0,0.0,1.0,5269.0,2.0,13.0,3.0,0.0,5625.0,10.0,0.0,2.0,1.0,9146.0
OZ294059,C.36.3,39.0,22.913533834586467,19.35883905013194,-0.022416421123780183,2.994275321344752,8695.0,1.0,1.0,0.0,1.0,5328.0,0.0,17.0,7.0,2.0,5705.0,6.0,1.0,2.0,1.0,9290.0
OZ294061,Q.1,32.0,15.666666666666668,10.513784461152884,-0.9650897361209426,2.9953288283638644,8705.0,0.0,2.0,2.0,3.0,5359.0,0.0,14.0,2.0,3.0,5720.0,2.0,1.0,2.0,1.0,9348.0
OZ294062,AY.122,34.0,,15.615384615384624,,2.995011879869906,8735.0,0.0,4.0,0.0,1.0,5358.0,2.0,14.0,2.0,0.0,5727.0,8.0,0.0,2.0,1.0,9346.0
OZ294063,AY.122,38.0,,15.40115163147792,,2.994287912385645,8489.0,0.0,5.0,0.0,1.0,5234.0,2.0,15.0,2.0,0.0,5592.0,9.0,0.0,3.0,1.0,9059.0
OZ294064,AY.125,38.0,,17.35304659498208,,2.994286956355868,8508.0,0.0,5.0,0.0,1.0,5228.0,2.0,15.0,3.0,0.0,5580.0,9.0,0.0,2.0,1.0,9069.0
OZ294066,AY.43,31.0,15.533333333333333,13.285103349964354,,2.99535859054014,8538.0,0.0,4.0,1.0,2.0,5225.0,2.0,13.0,2.0,0.0,5612.0,4.0,0.0,2.0,1.0,9177.0
OZ294067,B.1.1.7,39.0,18.228070175438596,9.624874287629904,-1.0362240749618106,2.9943790448907324,8884.0,0.0,4.0,2.0,4.0,5451.0,0.0,16.0,2.0,4.0,5838.0,2.0,1.0,3.0,1.0,9550.0
OZ294068,AY.122,36.0,,17.59139784946236,,2.994718508266409,8735.0,0.0,4.0,0.0,1.0,5356.0,2.0,16.0,2.0,0.0,5727.0,8.0,0.0,2.0,1.0,9346.0
OZ294069,AY.46,35.0,,11.504504504504505,,2.9947775413207025,8586.0,0.0,5.0,0.0,1.0,5281.0,2.0,13.0,3.0,0.0,5638.0,7.0,0.0,3.0,1.0,9154.0
OZ294071,AY.9.2,26.0,,6.522842639593905,,2.99587280745412,8081.0,0.0,3.0,0.0,1.0,4927.0,1.0,11.0,4.0,0.0,5326.0,2.0,0.0,3.0,1.0,8667.0
OZ294072,AY.120.2.1,39.0,19.685714285714287,13.582492940701897,,2.99428288400374,8677.0,0.0,5.0,0.0,1.0,5324.0,2.0,15.0,2.0,0.0,5691.0,9.0,1.0,3.0,1.0,9257.0
OZ294073,B.1.617.2,31.0,,8.76903765690376,,2.994974047500275,7878.0,0.0,5.0,0.0,1.0,4864.0,2.0,12.0,3.0,0.0,5210.0,4.0,0.0,3.0,1.0,8532.0
OZ294074,AY.33,36.0,,13.885714285714283,,2.994711495573226,8730.0,0.0,5.0,0.0,1.0,5352.0,2.0,15.0,2.0,0.0,5726.0,7.0,0.0,3.0,1.0,9338.0
OZ294075,AY.122,40.0,,15.761829652996838,,2.994096251462854,8637.0,0.0,5.0,0.0,1.0,5313.0,2.0,15.0,3.0,0.0,5679.0,10.0,0.0,3.0,1.0,9250.0
OZ294076,B.1.1.7,47.0,21.71794871794872,15.619170377314273,-0.9132182033688373,2.993245360856116,8807.0,0.0,4.0,2.0,3.0,5393.0,0.0,23.0,4.0,3.0,5790.0,2.0,2.0,3.0,1.0,9476.0
OZ294077,B.1.1.7,45.0,19.833333333333332,13.809056603773582,-0.9124627305436156,2.993592070103652,8884.0,0.0,4.0,2.0,3.0,5447.0,0.0,21.0,4.0,3.0,5838.0,2.0,2.0,3.0,1.0,9549.0
OZ294093,AY.33,37.0,,13.405679513184584,,2.994475809241293,8582.0,0.0,5.0,0.0,1.0,5275.0,2.0,15.0,3.0,0.0,5636.0,7.0,0.0,3.0,1.0,9147.0
OZ294094,AY.120.2.1,35.0,18.841269841269842,14.586566299942096,,2.994671503530659,8383.0,0.0,5.0,0.0,1.0,5135.0,2.0,16.0,2.0,0.0,5495.0,5.0,1.0,2.0,1.0,8991.0
OZ294095,AY.43,31.0,17.53076923076923,13.69049224544842,,2.994628084992679,7340.0,0.0,4.0,1.0,2.0,4532.0,2.0,11.0,1.0,0.0,4859.0,7.0,0.0,2.0,1.0,7768.0
OZ294097,AY.9.2,28.0,,7.741463414634146,,2.9956725964451607,8391.0,0.0,3.0,0.0,1.0,5095.0,2.0,11.0,5.0,0.0,5497.0,2.0,0.0,3.0,1.0,8988.0
OZ294098,AY.98.1,35.0,,16.419512195121964,,2.9946802560044268,8424.0,0.0,4.0,0.0,1.0,5165.0,2.0,14.0,2.0,0.0,5512.0,9.0,0.0,2.0,1.0,9025.0
OZ294100,B.1.617.2,29.0,,13.22073578595318,,2.9952404262064167,7812.0,0.0,4.0,0.0,1.0,4786.0,2.0,13.0,1.0,0.0,5169.0,5.0,0.0,2.0,1.0,8438.0
OZ294102,AY.124,32.0,,17.16329284750337,,2.9949792417480094,8188.0,0.0,5.0,0.0,2.0,5015.0,2.0,14.0,2.0,0.0,5399.0,5.0,0.0,1.0,1.0,8787.0
OZ294103,AY.42,33.0,,17.837174721189584,,2.9948755590473155,8274.0,0.0,4.0,0.0,1.0,5055.0,2.0,16.0,3.0,0.0,5450.0,5.0,0.0,1.0,1.0,8885.0
OZ294106,B.1.617.2,31.0,,10.266187050359722,,2.9952846988363286,8456.0,0.0,4.0,0.0,1.0,5179.0,2.0,13.0,2.0,0.0,5550.0,5.0,0.0,3.0,1.0,9073.0
OZ294109,AY.98.1,37.0,,18.109243697479005,,2.9944834309683834,8553.0,0.0,4.0,0.0,1.0,5262.0,2.0,14.0,2.0,0.0,5608.0,11.0,0.0,2.0,1.0,9164.0
OZ294111,AY.46,37.0,,13.19775937652216,,2.994524086959614,8643.0,0.0,5.0,0.0,1.0,5313.0,2.0,14.0,3.0,0.0,5672.0,8.0,0.0,3.0,1.0,9241.0
OZ294114,AY.9.2,30.0,,8.841509433962266,,2.9955785721273704,8727.0,0.0,3.0,0.0,1.0,5363.0,2.0,12.0,4.0,0.0,5736.0,4.0,0.0,3.0,1.0,9344.0
OZ294115,AY.43,37.0,21.066666666666666,17.68020304568528,,2.994557805209711,8643.0,0.0,4.0,1.0,2.0,5312.0,2.0,14.0,2.0,0.0,5672.0,9.0,0.0,2.0,1.0,9242.0
OZ294116,B.1.1.7,39.0,19.095238095238095,15.292720903075121,-0.518040582117399,2.9944139423156653,8885.0,1.0,2.0,2.0,3.0,5449.0,0.0,19.0,2.0,3.0,5839.0,3.0,1.0,2.0,1.0,9551.0
OZ294117,AY.120.2.1,37.0,17.785714285714285,12.324774132192104,,2.9944103204401187,8442.0,0.0,5.0,0.0,1.0,5174.0,2.0,15.0,2.0,0.0,5521.0,7.0,1.0,3.0,1.0,9020.0
OZ294123,AY.118,32.0,16.333333333333332,14.343522561863171,,2.9951171687277705,8374.0,0.0,4.0,1.0,1.0,5113.0,2.0,14.0,2.0,0.0,5503.0,5.0,0.0,2.0,1.0,8970.0
OZ294125,B.1.1.7,38.0,17.333333333333336,12.606438631790748,-1.1150823381261805,2.9944377604366705,8674.0,0.0,2.0,3.0,3.0,5301.0,0.0,17.0,3.0,3.0,5674.0,2.0,1.0,3.0,1.0,9257.0
OZ294126,B.1.617.2,29.0,,11.007540056550424,,2.9949748037179615,7371.0,0.0,5.0,0.0,1.0,4531.0,2.0,11.0,2.0,0.0,4889.0,5.0,0.0,2.0,1.0,7983.0
OZ294127,AY.120.2.1,37.0,20.671335200746967,15.2396694214876,,2.9944710875425966,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,2.0,1.0,9073.0
OZ294129,AY.42,37.0,,16.01711229946524,,2.994323511484324,8414.0,0.0,4.0,0.0,1.0,5157.0,2.0,17.0,3.0,1.0,5523.0,6.0,0.0,2.0,1.0,9017.0
OZ294130,AY.120.2.1,33.0,16.952380952380953,12.637299035369773,,2.9948679627770485,8207.0,0.0,5.0,0.0,1.0,5016.0,2.0,14.0,2.0,0.0,5399.0,5.0,1.0,2.0,1.0,8791.0
OZ294131,AY.9.2,25.0,,6.710669077757684,,2.995680015077702,7476.0,0.0,3.0,0.0,1.0,4555.0,2.0,10.0,4.0,0.0,4951.0,1.0,0.0,3.0,1.0,8124.0
OZ294132,AY.9.2,31.0,,9.7586821015138,,2.995389078078296,8636.0,0.0,3.0,0.0,1.0,5307.0,2.0,13.0,4.0,0.0,5689.0,4.0,0.0,3.0,1.0,9264.0
OZ294133,AY.98.1,35.0,,16.602765556253924,,2.9946444398576424,8365.0,0.0,4.0,0.0,1.0,5126.0,2.0,15.0,2.0,0.0,5485.0,8.0,0.0,2.0,1.0,8996.0
OZ294134,AY.5,34.0,,15.041095890410958,,2.9947916260983396,8377.0,0.0,4.0,0.0,2.0,5116.0,2.0,13.0,2.0,0.0,5493.0,8.0,0.0,2.0,1.0,8993.0
OZ294135,AY.4.7,38.0,,18.522935779816518,,2.994351504605156,8585.0,0.0,5.0,0.0,1.0,5280.0,2.0,14.0,2.0,0.0,5635.0,11.0,0.0,2.0,1.0,9155.0
OZ294136,B.1.1.7,37.0,13.555555555555555,9.796230859835102,-1.0321039587513001,2.994710173177052,8886.0,0.0,2.0,2.0,3.0,5454.0,0.0,14.0,4.0,3.0,5837.0,3.0,1.0,4.0,1.0,9549.0
OZ294138,B.1.617.2,35.0,,15.531317494600433,,2.9947743405711025,8586.0,1.0,4.0,0.0,1.0,5279.0,2.0,14.0,2.0,0.0,5637.0,8.0,0.0,2.0,1.0,9154.0
OZ294139,B.1.1.7,39.0,22.67543859649123,17.997417926964225,-0.7764058357617186,2.9943871073352737,8697.0,0.0,2.0,3.0,3.0,5316.0,0.0,17.0,1.0,2.0,5711.0,7.0,1.0,2.0,1.0,9383.0
OZ294140,B.1.1.7,36.0,19.042105263157897,13.546238620028749,-1.1369671320269066,2.9948393545569143,8828.0,0.0,2.0,3.0,3.0,5418.0,0.0,17.0,3.0,3.0,5805.0,1.0,1.0,2.0,1.0,9464.0
OZ294141,B.1.1.7,33.0,20.8,13.507042253521133,-0.8055203259444516,2.9952554914577134,8756.0,0.0,2.0,3.0,3.0,5353.0,0.0,18.0,0.0,2.0,5746.0,1.0,1.0,2.0,1.0,9412.0
OZ294142,B.1.617.2,29.0,,15.114702815432745,,2.9954042213706784,8016.0,0.0,4.0,0.0,1.0,4932.0,1.0,13.0,2.0,0.0,5305.0,6.0,0.0,1.0,1.0,8581.0
OZ294173,B.1.1.7,34.0,14.117647058823529,6.904912836767036,-1.0233623896497157,2.995129735739062,8884.0,0.0,4.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5841.0,1.0,1.0,3.0,1.0,9550.0
OZ294174,AY.4,32.0,,10.411467116357501,,2.9951290689188217,8456.0,0.0,4.0,0.0,1.0,5178.0,2.0,14.0,3.0,0.0,5550.0,4.0,0.0,3.0,1.0,9073.0
OZ294175,B.1.1.7,36.0,17.561904761904763,13.366087264987584,-1.021182506576125,2.9948284756902073,8886.0,0.0,2.0,2.0,3.0,5456.0,0.0,12.0,5.0,4.0,5834.0,4.0,1.0,2.0,1.0,9551.0
OZ294177,AY.43,34.0,18.233333333333334,15.157563025210083,,2.9949540902284153,8586.0,0.0,4.0,1.0,2.0,5279.0,2.0,13.0,2.0,0.0,5639.0,7.0,0.0,2.0,1.0,9155.0
OZ294178,B.1.617.2,32.0,,13.090152565880725,,2.995080228078165,8315.0,0.0,5.0,0.0,1.0,5116.0,2.0,11.0,2.0,0.0,5481.0,8.0,0.0,2.0,1.0,8872.0
OZ294181,B.1.1.7,32.0,15.266666666666667,9.830548926014316,-0.448085085670824,2.9950040257056627,8059.0,1.0,2.0,2.0,3.0,4969.0,0.0,14.0,2.0,3.0,5360.0,1.0,2.0,1.0,1.0,8708.0
OZ294182,B.1.1.7,38.0,15.82857142857143,9.706467661691548,-0.9985251496880405,2.9944778335986104,8704.0,0.0,4.0,2.0,3.0,5345.0,0.0,13.0,3.0,3.0,5730.0,5.0,1.0,2.0,2.0,9357.0
OZ294183,B.1.1.7,34.0,15.074509803921568,10.23876556578235,-0.7762899579354146,2.995117458391596,8885.0,1.0,2.0,2.0,4.0,5452.0,0.0,15.0,2.0,3.0,5841.0,1.0,1.0,2.0,1.0,9551.0
OZ294184,AY.122,36.0,,16.04171011470282,,2.9945404487170535,8391.0,0.0,4.0,0.0,1.0,5182.0,2.0,13.0,3.0,0.0,5538.0,10.0,0.0,2.0,1.0,8972.0
OZ294215,B.1.1.7,40.0,9.733333333333334,6.2454047081586594,-0.9825521897321348,2.994247529929947,8826.0,1.0,2.0,2.0,3.0,5415.0,0.0,15.0,3.0,3.0,5810.0,3.0,1.0,5.0,2.0,9518.0
OZ294216,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.9943787584172874,8597.0,0.0,5.0,0.0,1.0,5286.0,2.0,15.0,2.0,0.0,5644.0,8.0,1.0,3.0,1.0,9175.0
OZ294217,AY.120.2.1,37.0,17.785714285714285,12.324774132192104,,2.9944347092349264,8455.0,0.0,5.0,0.0,1.0,5200.0,2.0,15.0,2.0,0.0,5556.0,7.0,1.0,3.0,1.0,9043.0
OZ294219,B.1.1.7,39.0,15.701754385964913,10.283765347885403,-1.2323221872620351,2.9944220685439262,8803.0,0.0,2.0,4.0,4.0,5387.0,0.0,15.0,3.0,3.0,5792.0,2.0,1.0,4.0,1.0,9445.0
OZ294220,AY.43,31.0,15.533333333333333,13.285103349964354,,2.9953109697788958,8455.0,0.0,4.0,1.0,2.0,5177.0,2.0,13.0,2.0,0.0,5551.0,4.0,0.0,2.0,1.0,9074.0
OZ294221,B.1.1.7,30.0,15.0,10.075487701441896,-0.8344178702680146,2.9955989357706403,8600.0,0.0,2.0,2.0,3.0,5265.0,0.0,14.0,1.0,2.0,5664.0,2.0,1.0,2.0,1.0,9295.0
OZ294222,C.36.3,35.0,21.084033613445378,16.0087912087912,,2.994735487910657,8447.0,1.0,1.0,0.0,0.0,5188.0,0.0,15.0,6.0,2.0,5564.0,6.0,1.0,2.0,1.0,9095.0
OZ294223,B.1.1.7,34.0,16.555555555555554,12.128956623681127,-0.7354589314293998,2.994795789371998,8383.0,1.0,1.0,2.0,3.0,5155.0,0.0,16.0,2.0,4.0,5529.0,1.0,1.0,2.0,1.0,8977.0
OZ294226,P.1,28.0,,13.913849509269337,,2.9957097043037635,8388.0,2.0,4.0,0.0,1.0,5130.0,1.0,13.0,1.0,0.0,5494.0,4.0,0.0,2.0,0.0,8987.0
OZ294230,B.1.1.7,37.0,12.926190476190476,8.196189131968946,-1.0307284112106962,2.9947768016696665,8884.0,0.0,3.0,3.0,3.0,5455.0,0.0,13.0,4.0,3.0,5838.0,2.0,2.0,3.0,1.0,9549.0
OZ294231,AY.43,30.0,17.752380952380953,16.003025718608164,,2.9952672011644297,8089.0,0.0,4.0,1.0,2.0,4954.0,2.0,13.0,2.0,0.0,5345.0,4.0,0.0,1.0,1.0,8695.0
OZ294232,B.1.1.7,29.0,12.764102564102565,6.263473053892218,-1.0162520768184895,2.995333269648153,7892.0,0.0,3.0,2.0,3.0,4855.0,0.0,11.0,2.0,3.0,5220.0,1.0,1.0,2.0,1.0,8478.0
OZ294234,C.36.3,36.0,22.01260504201681,16.92516001969472,,2.9946291236648763,8565.0,1.0,1.0,0.0,0.0,5253.0,0.0,15.0,7.0,2.0,5593.0,6.0,1.0,2.0,1.0,9112.0
OZ294235,AY.9.2,33.0,,10.016291698991468,,2.9948018671859646,8203.0,0.0,5.0,0.0,1.0,5014.0,2.0,14.0,4.0,0.0,5364.0,3.0,0.0,3.0,1.0,8723.0
OZ294238,B.1.1.7,37.0,11.368421052631579,6.027718550106608,-0.7862856822038446,2.994618862747074,8749.0,1.0,4.0,2.0,3.0,5371.0,0.0,15.0,2.0,3.0,5756.0,1.0,1.0,4.0,1.0,9440.0
OZ294268,B.1.1.7,33.0,10.222222222222221,7.013468013468012,-0.8500327489553235,2.9952174236567415,8802.0,1.0,1.0,2.0,3.0,5399.0,0.0,14.0,2.0,3.0,5793.0,1.0,1.0,4.0,1.0,9454.0
OZ294269,B.1.1.7,33.0,13.116666666666667,7.0677025527192034,-0.9249232100114315,2.995168798313883,8738.0,0.0,3.0,2.0,2.0,5372.0,0.0,13.0,2.0,4.0,5739.0,2.0,1.0,3.0,1.0,9379.0
OZ294272,B.1.1.7,36.0,13.88888888888889,8.832298136645964,-0.9999569829855152,2.9948459762939095,8886.0,0.0,2.0,2.0,4.0,5453.0,0.0,14.0,2.0,3.0,5839.0,3.0,1.0,4.0,1.0,9549.0
OZ294273,AY.4.7,33.0,,18.051991897366648,,2.994986257051123,8411.0,0.0,4.0,0.0,1.0,5161.0,2.0,12.0,2.0,0.0,5540.0,10.0,0.0,1.0,1.0,8955.0
OZ294274,B.1.617.2,34.0,,18.26710097719869,,2.994355772889227,7735.0,0.0,6.0,0.0,2.0,4698.0,2.0,14.0,2.0,0.0,5086.0,6.0,0.0,1.0,1.0,8375.0
OZ294275,AY.120.2.1,36.0,16.857142857142858,11.80522193211488,,2.9945561452165697,8442.0,0.0,5.0,0.0,1.0,5174.0,2.0,15.0,2.0,0.0,5522.0,6.0,1.0,3.0,1.0,9020.0
OZ294276,B.1.617.2,34.0,,9.900339750849376,,2.9947929901640062,8481.0,0.0,6.0,0.0,2.0,5185.0,2.0,13.0,2.0,1.0,5554.0,4.0,0.0,3.0,1.0,9053.0
OZ294278,AY.120.2.1,35.0,15.952380952380953,11.390272148233931,,2.9946719000366366,8383.0,0.0,5.0,0.0,1.0,5136.0,2.0,15.0,2.0,0.0,5495.0,5.0,1.0,3.0,1.0,8991.0
OZ294280,AY.88,34.0,,12.769898697539794,,2.994836578426966,8456.0,0.0,4.0,0.0,1.0,5177.0,2.0,15.0,2.0,0.0,5549.0,6.0,0.0,3.0,1.0,9073.0
OZ294281,AY.120.2.1,35.0,15.952380952380953,11.390272148233931,,2.9946719000366366,8383.0,0.0,5.0,0.0,1.0,5136.0,2.0,15.0,2.0,0.0,5495.0,5.0,1.0,3.0,1.0,8991.0
OZ294282,B.1.617.2,31.0,,5.035971223021585,,2.9951384697538233,8191.0,0.0,3.0,0.0,1.0,5010.0,2.0,11.0,3.0,0.0,5397.0,5.0,0.0,5.0,1.0,8814.0
OZ294283,AY.120.2.1,37.0,17.751879699248118,12.750248756218902,,2.9944042293859248,8442.0,0.0,5.0,0.0,1.0,5173.0,2.0,16.0,2.0,0.0,5522.0,6.0,1.0,3.0,1.0,9020.0
OZ294284,AY.120.2.1,36.0,16.857142857142858,11.80522193211488,,2.9945561452165697,8442.0,0.0,5.0,0.0,1.0,5174.0,2.0,15.0,2.0,0.0,5522.0,6.0,1.0,3.0,1.0,9020.0
OZ294285,AY.124,35.0,,15.960304513322454,,2.994634152988997,8364.0,0.0,5.0,0.0,2.0,5135.0,2.0,15.0,2.0,0.0,5494.0,6.0,0.0,2.0,1.0,8987.0
OZ294286,B.1.617.2,28.0,,14.542528735632182,,2.9956555329442893,8318.0,0.0,4.0,0.0,1.0,5080.0,2.0,13.0,2.0,0.0,5466.0,4.0,0.0,1.0,1.0,8905.0
OZ294287,AY.43,34.0,18.238095238095237,15.450980392156866,,2.9949203078178193,8527.0,0.0,4.0,1.0,2.0,5241.0,2.0,14.0,2.0,0.0,5612.0,6.0,0.0,2.0,1.0,9126.0
OZ294288,AY.43,35.0,19.166666666666664,16.14910536779325,,2.9948052551183797,8586.0,0.0,4.0,1.0,2.0,5279.0,2.0,14.0,2.0,0.0,5639.0,7.0,0.0,2.0,1.0,9155.0
OZ294289,AY.120.2.1,38.0,18.730158730158728,12.923177651680488,,2.994320892280763,8514.0,0.0,5.0,0.0,1.0,5238.0,2.0,15.0,2.0,0.0,5583.0,8.0,1.0,3.0,1.0,9072.0
OZ294290,B.1.617.2,33.0,,14.848837209302332,,2.995037406040189,8530.0,0.0,4.0,0.0,1.0,5246.0,2.0,14.0,2.0,0.0,5601.0,7.0,0.0,2.0,1.0,9089.0
OZ294291,AY.120.2.1,35.0,15.952380952380953,11.390272148233931,,2.9946719000366366,8383.0,0.0,5.0,0.0,1.0,5136.0,2.0,15.0,2.0,0.0,5495.0,5.0,1.0,3.0,1.0,8991.0
OZ294292,AY.4,32.0,,16.54383358098068,,2.9946712156005377,7656.0,0.0,4.0,0.0,1.0,4709.0,2.0,14.0,3.0,0.0,5088.0,6.0,0.0,1.0,1.0,8265.0
OZ294294,AY.129,26.0,,6.7341211225997055,,2.9953476269440635,7096.0,0.0,3.0,0.0,1.0,4390.0,1.0,10.0,2.0,0.0,4709.0,5.0,0.0,3.0,1.0,7580.0
OZ294295,AY.120.2.1,34.0,17.893557422969188,13.610603290676414,,2.994490688481997,7841.0,0.0,5.0,0.0,1.0,4817.0,2.0,15.0,2.0,0.0,5177.0,5.0,1.0,2.0,1.0,8454.0
OZ294297,AY.75,32.0,,7.726395589248798,,2.995158459913492,8425.0,0.0,3.0,0.0,2.0,5187.0,1.0,11.0,4.0,0.0,5564.0,6.0,0.0,4.0,1.0,8936.0
OZ294298,AY.124,33.0,,17.074697527617033,,2.994723038568253,8006.0,0.0,5.0,0.0,3.0,4913.0,2.0,12.0,2.0,0.0,5287.0,7.0,0.0,1.0,1.0,8602.0
OZ294299,AY.4.7,35.0,,16.419512195121964,,2.9947330210927663,8515.0,0.0,4.0,0.0,1.0,5216.0,2.0,14.0,2.0,0.0,5574.0,9.0,0.0,2.0,1.0,9103.0
OZ294301,C.36.3,27.0,11.383333333333333,7.305732484076435,,2.9952893302448182,7219.0,1.0,1.0,0.0,0.0,4439.0,0.0,13.0,2.0,1.0,4790.0,4.0,1.0,3.0,1.0,7832.0
OZ294302,B.1.1.7,31.0,15.941176470588236,10.998389694041865,-0.8351829826754877,2.9954336697983015,8571.0,0.0,2.0,2.0,3.0,5252.0,0.0,15.0,1.0,2.0,5643.0,2.0,1.0,2.0,1.0,9239.0
OZ294303,AY.120.2.1,39.0,22.572263993316625,17.207986688851914,,2.994112869077219,8418.0,0.0,5.0,0.0,1.0,5182.0,2.0,17.0,2.0,0.0,5530.0,8.0,1.0,2.0,1.0,8993.0
OZ294304,B.1.617.2,25.0,,8.317073170731707,,2.9955533115381465,7201.0,0.0,3.0,0.0,1.0,4423.0,2.0,10.0,3.0,0.0,4804.0,3.0,0.0,2.0,1.0,7830.0
OZ294305,AY.120.2.1,33.0,22.433333333333334,16.717171717171716,,2.9943711085414004,7390.0,0.0,5.0,0.0,1.0,4566.0,2.0,14.0,1.0,0.0,4931.0,7.0,1.0,1.0,1.0,7983.0
OZ294306,B.1.617.2,30.0,,12.169981916817365,,2.9954863932562255,8527.0,0.0,4.0,0.0,1.0,5241.0,2.0,12.0,2.0,0.0,5611.0,6.0,0.0,2.0,1.0,9126.0
OZ294308,P.1,34.0,12.05952380952381,12.017473789316028,,2.995010002306146,8738.0,2.0,3.0,2.0,1.0,5357.0,1.0,13.0,4.0,2.0,5731.0,3.0,0.0,3.0,0.0,9350.0
OZ294322,AY.80,27.0,,11.248041775456919,,2.995141298152134,7003.0,0.0,4.0,0.0,1.0,4326.0,1.0,11.0,1.0,0.0,4676.0,6.0,0.0,2.0,1.0,7614.0
OZ294380,AY.43,33.0,17.30952380952381,14.167037861915366,,2.995103270919624,8586.0,0.0,4.0,1.0,2.0,5280.0,2.0,12.0,2.0,0.0,5639.0,7.0,0.0,2.0,1.0,9155.0
OZ294381,B.1.617.2,32.0,,11.112582781456947,,2.994885728116126,7897.0,0.0,4.0,0.0,1.0,4908.0,1.0,13.0,2.0,0.0,5232.0,7.0,0.0,3.0,1.0,8502.0
OZ294382,AY.43,36.0,17.185714285714283,14.611625947767479,-0.5518665977256677,2.9947122904921133,8733.0,0.0,5.0,1.0,2.0,5356.0,2.0,13.0,2.0,1.0,5726.0,7.0,0.0,2.0,1.0,9344.0
OZ294383,AY.4.7,35.0,,16.419512195121964,,2.994589933541503,8233.0,0.0,4.0,0.0,1.0,5080.0,2.0,14.0,2.0,0.0,5431.0,9.0,0.0,2.0,1.0,8866.0
